110,"(111, 5, 111, '06FL0489', 'JP114', 'NULL', 'NULL', 'NULL', 'NULL', '7', u'', u'', 'Purpose: NULL || Notes: P30_Et4_BC1')"
111,"(112, 5, 112, '06FL0490', 'JP115', 'NULL', 'NULL', 'NULL', 'NULL', '7', u'', u'', 'Purpose: NULL || Notes: P29_Et4_BC1')"
112,"(113, 5, 113, '06FL0491', 'JP116', 'NULL', 'NULL', 'NULL', 'NULL', '7', u'', u'', 'Purpose: NULL || Notes: P29_Et4_BC1')"
113,"(114, 5, 114, '06FL0492', 'JP117', 'NULL', 'NULL', 'NULL', 'NULL', '7', u'', u'', 'Purpose: NULL || Notes: P29_Et4_BC1')"
114,"(115, 5, 115, '06FL0493', 'JP118', 'NULL', 'NULL', 'NULL', 'NULL', '7', u'', u'', 'Purpose: NULL || Notes: P29_Et4_BC1')"
115,"(116, 5, 116, '06FL0494', 'JP119', 'NULL', 'NULL', 'NULL', 'NULL', '7', u'', u'', 'Purpose: NULL || Notes: P29_Et4_BC1')"
116,"(117, 5, 117, '06FL0495', 'JP120', 'NULL', 'NULL', 'NULL', 'NULL', '7', u'', u'', 'Purpose: NULL || Notes: P29_Et4_BC1')"
117,"(118, 5, 118, '06FL0496', 'JP121', 'NULL', 'NULL', 'NULL', 'NULL', '7', u'', u'', 'Purpose: NULL || Notes: P29_Et4_BC1')"
118,"(119, 5, 119, '06FL0497', 'JP122', 'NULL', 'NULL', 'NULL', 'NULL', '7', u'', u'', 'Purpose: NULL || Notes: P29_Et4_BC1')"
119,"(120, 5, 120, '06FL0498', 'JP123', 'NULL', 'NULL', 'NULL', 'NULL', '7', u'', u'', 'Purpose: NULL || Notes: P29_Et4_BC1')"
120,"(121, 5, 121, '06FL0499', 'JP124', 'NULL', 'NULL', 'NULL', 'NULL', '7', u'', u'', 'Purpose: NULL || Notes: P29_Et4_BC1')"
121,"(122, 5, 122, '06FL0500', 'JP125', 'NULL', 'NULL', 'NULL', 'NULL', '7', u'', u'', 'Purpose: NULL || Notes: P29_Et4_BC1')"
122,"(123, 5, 123, '06FL0501', 'JP126', 'NULL', 'NULL', 'NULL', 'NULL', '7', u'', u'', 'Purpose: NULL || Notes: P29_Et4_BC1')"
123,"(124, 5, 124, '06FL0502', 'JP127', 'NULL', 'NULL', 'NULL', 'NULL', '7', u'', u'', 'Purpose: NULL || Notes: P29_Et4_BC1')"
124,"(125, 5, 125, '06FL0503', 'JP128', 'NULL', 'NULL', 'NULL', 'NULL', '7', u'', u'', 'Purpose: NULL || Notes: P29_Et4_BC1')"
125,"(126, 5, 126, '06FL0504', 'JP129', 'NULL', 'NULL', 'NULL', 'NULL', '7', u'', u'', 'Purpose: NULL || Notes: P29_Et4_BC1')"
126,"(127, 5, 127, '06FL0505', 'JP130', 'NULL', 'NULL', 'NULL', 'NULL', '7', u'', u'', 'Purpose: NULL || Notes: P29_Et4_BC1')"
127,"(128, 5, 128, '06FL0506', 'JP131', 'NULL', 'NULL', 'NULL', 'NULL', '7', u'', u'', 'Purpose: NULL || Notes: P29_Et4_BC1')"
128,"(129, 5, 129, '06FL0507', 'JP132', 'NULL', 'NULL', 'NULL', 'NULL', '7', u'', u'', 'Purpose: NULL || Notes: P29_Et4_BC1')"
129,"(130, 5, 130, '06FL0508', 'JP133', 'NULL', 'NULL', 'NULL', 'NULL', '7', u'', u'', 'Purpose: NULL || Notes: P29_Et4_BC1')"
130,"(131, 5, 131, '06FL0509', 'JP134', 'NULL', 'NULL', 'NULL', 'NULL', '7', u'', u'', 'Purpose: NULL || Notes: P28_Et4_BC1')"
131,"(132, 5, 132, '06FL0510', 'JP135', 'NULL', 'NULL', 'NULL', 'NULL', '7', u'', u'', 'Purpose: NULL || Notes: P28_Et4_BC1')"
132,"(133, 5, 133, '06FL0511', 'JP136', 'NULL', 'NULL', 'NULL', 'NULL', '7', u'', u'', 'Purpose: NULL || Notes: P28_Et4_BC1')"
133,"(134, 5, 134, '06FL0512', 'JP137', 'NULL', 'NULL', 'NULL', 'NULL', '7', u'', u'', 'Purpose: NULL || Notes: P28_Et4_BC1')"
134,"(135, 5, 135, '06FL0513', 'JP138', 'NULL', 'NULL', 'NULL', 'NULL', '7', u'', u'', 'Purpose: NULL || Notes: P28_Et4_BC1')"
135,"(136, 5, 136, '06FL0514', 'JP139', 'NULL', 'NULL', 'NULL', 'NULL', '7', u'', u'', 'Purpose: NULL || Notes: P28_Et4_BC1')"
136,"(137, 5, 137, '06FL0515', 'JP140', 'NULL', 'NULL', 'NULL', 'NULL', '7', u'', u'', 'Purpose: NULL || Notes: P28_Et4_BC1')"
137,"(138, 5, 138, '06FL0516', 'JP141', 'NULL', 'NULL', 'NULL', 'NULL', '7', u'', u'', 'Purpose: NULL || Notes: P28_Et4_BC1')"
138,"(139, 5, 139, '06FL0517', 'JP142', 'NULL', 'NULL', 'NULL', 'NULL', '7', u'', u'', 'Purpose: NULL || Notes: P28_Et4_BC1')"
139,"(140, 5, 140, '06FL0518', 'JP143', 'NULL', 'NULL', 'NULL', 'NULL', '7', u'', u'', 'Purpose: NULL || Notes: P28_Et4_BC1')"
140,"(141, 5, 141, '06FL0519', 'JP144', 'NULL', 'NULL', 'NULL', 'NULL', '7', u'', u'', 'Purpose: NULL || Notes: P28_Et4_BC1')"
141,"(142, 5, 142, '06FL0520', 'JP145', 'NULL', 'NULL', 'NULL', 'NULL', '7', u'', u'', 'Purpose: NULL || Notes: P28_Et4_BC1')"
142,"(143, 5, 143, '06FL0521', 'JP146', 'NULL', 'NULL', 'NULL', 'NULL', '7', u'', u'', 'Purpose: NULL || Notes: P28_Et4_BC1')"
143,"(144, 5, 144, '06FL0522', 'JP147', 'NULL', 'NULL', 'NULL', 'NULL', '7', u'', u'', 'Purpose: NULL || Notes: P28_Et4_BC1')"
144,"(145, 5, 145, '06FL0523', 'JP148', 'NULL', 'NULL', 'NULL', 'NULL', '7', u'', u'', 'Purpose: NULL || Notes: P28_Et4_BC1')"
145,"(146, 5, 146, '06FL0524', 'JP149', 'NULL', 'NULL', 'NULL', 'NULL', '7', u'', u'', 'Purpose: NULL || Notes: P28_Et4_BC1')"
146,"(147, 5, 147, '06FL0525', 'JP150', 'NULL', 'NULL', 'NULL', 'NULL', '7', u'', u'', 'Purpose: NULL || Notes: P28_Et4_BC1')"
147,"(148, 5, 148, '06FL0526', 'JP151', 'NULL', 'NULL', 'NULL', 'NULL', '10', u'', u'', 'Purpose: NULL || Notes: B73/32-27-5_F2:3')"
148,"(149, 5, 149, '06FL0527', 'JP152', 'NULL', 'NULL', 'NULL', 'NULL', '10', u'', u'', 'Purpose: NULL || Notes: B73/32-27-5_F2:3')"
149,"(150, 5, 150, '06FL0528', 'JP153', 'NULL', 'NULL', 'NULL', 'NULL', '10', u'', u'', 'Purpose: NULL || Notes: B73/32-27-5_F2:3')"
150,"(151, 5, 151, '06FL0529', 'JP154', 'NULL', 'NULL', 'NULL', 'NULL', '10', u'', u'', 'Purpose: NULL || Notes: B73/32-27-5_F2:3')"
151,"(152, 5, 152, '06FL0530', 'JP155', 'NULL', 'NULL', 'NULL', 'NULL', '10', u'', u'', 'Purpose: NULL || Notes: B73/32-27-5_F2:3')"
152,"(153, 5, 153, '06FL0531', 'JP156', 'NULL', 'NULL', 'NULL', 'NULL', '10', u'', u'', 'Purpose: NULL || Notes: B73/32-27-5_F2:3')"
153,"(154, 5, 154, '06FL0532', 'JP157', 'NULL', 'NULL', 'NULL', 'NULL', '10', u'', u'', 'Purpose: NULL || Notes: B73/32-27-5_F2:3')"
154,"(155, 5, 155, '06FL0533', 'JP158', 'NULL', 'NULL', 'NULL', 'NULL', '10', u'', u'', 'Purpose: NULL || Notes: B73/32-27-5_F2:3')"
155,"(156, 5, 156, '06FL0534', 'JP159', 'NULL', 'NULL', 'NULL', 'NULL', '10', u'', u'', 'Purpose: NULL || Notes: B73/32-27-5_F2:3')"
156,"(157, 5, 157, '06FL0535', 'JP160', 'NULL', 'NULL', 'NULL', 'NULL', '10', u'', u'', 'Purpose: NULL || Notes: B73/32-27-5_F2:3')"
157,"(158, 5, 158, '06FL0536', 'JP161', 'NULL', 'NULL', 'NULL', 'NULL', '10', u'', u'', 'Purpose: NULL || Notes: B73/32-27-5_F2:3')"
158,"(159, 5, 159, '06FL0537', 'JP162', 'NULL', 'NULL', 'NULL', 'NULL', '10', u'', u'', 'Purpose: NULL || Notes: B73/32-27-5_F2:3')"
159,"(160, 5, 160, '06FL0538', 'JP163', 'NULL', 'NULL', 'NULL', 'NULL', '10', u'', u'', 'Purpose: NULL || Notes: B73/32-27-5_F2:3')"
160,"(161, 5, 161, '06FL0539', 'JP164', 'NULL', 'NULL', 'NULL', 'NULL', '10', u'', u'', 'Purpose: NULL || Notes: B73/32-27-5_F2:3')"
161,"(162, 5, 162, '06FL0540', 'JP165', 'NULL', 'NULL', 'NULL', 'NULL', '10', u'', u'', 'Purpose: NULL || Notes: B73/32-27-5_F2:3')"
