08CF2004_003s,08CF2004_003,08CF2004,08CF,1851_1_2_2_05C,08CF2004,1851_1_2_2_05C_30111E,self,NULL,NULL,NULL,S11 x DK888 HIF,NULL,2,NULL,dereived from 806FM(3) |,NULL,NULL
08CF2004_005s,08CF2004_005,08CF2004,08CF,1851_1_2_2_05C,08CF2004,1851_1_2_2_05C_30111G,self,NULL,NULL,NULL,S11 x DK888 HIF,NULL,2,NULL,dereived from 806FM(3) |,NULL,NULL
08CF2004_006s,08CF2004_006,08CF2004,08CF,1851_1_2_2_05C,08CF2004,1851_1_2_2_05C_30111H,self,NULL,NULL,NULL,S11 x DK888 HIF,NULL,2,NULL,dereived from 806FM(3) |,NULL,NULL
08CF2004_008s,08CF2004_008,08CF2004,08CF,1851_1_2_2_05C,08CF2004,1851_1_2_2_05C_30112B,self,NULL,NULL,NULL,S11 x DK888 HIF,NULL,2,NULL,dereived from 806FM(3) |,NULL,NULL
08CF2004_012s,08CF2004_012,08CF2004,08CF,1851_1_2_2_05C,08CF2004,1851_1_2_2_05C_30112F,self,NULL,NULL,NULL,S11 x DK888 HIF,NULL,2,NULL,dereived from 806FM(3) |,NULL,NULL
08CF2004_015s,08CF2004_015,08CF2004,08CF,1851_1_2_2_05C,08CF2004,1851_1_2_2_05C_30201A,self,NULL,NULL,NULL,S11 x DK888 HIF,NULL,2,NULL,dereived from 806FM(3) |,NULL,NULL
08CF2004_016s,08CF2004_016,08CF2004,08CF,1851_1_2_2_05C,08CF2004,1851_1_2_2_05C_30201B,self,NULL,NULL,NULL,S11 x DK888 HIF,NULL,2,NULL,dereived from 806FM(3) |,NULL,NULL
08CF2004_017s,08CF2004_017,08CF2004,08CF,1851_1_2_2_05C,08CF2004,1851_1_2_2_05C_30201C,self,NULL,NULL,NULL,S11 x DK888 HIF,NULL,2,NULL,dereived from 806FM(3) |,NULL,NULL
08CF2004_018s,08CF2004_018,08CF2004,08CF,1851_1_2_2_05C,08CF2004,1851_1_2_2_05C_30201D,self,NULL,NULL,NULL,S11 x DK888 HIF,NULL,2,NULL,dereived from 806FM(3) |,NULL,NULL
08CF2005_002s,08CF2005_002,08CF2005,08CF,1851_1_2_2_06A,08CF2005,1851_1_2_2_06A_30201H,self,NULL,NULL,NULL,S11 x DK888 HIF,NULL,2,NULL,dereived from 806FM(3) |,NULL,NULL
08CF2005_004s,08CF2005_004,08CF2005,08CF,1851_1_2_2_06A,08CF2005,1851_1_2_2_06A_30202B,self,NULL,NULL,NULL,S11 x DK888 HIF,NULL,2,NULL,dereived from 806FM(3) |,NULL,NULL
08CF2005_005s,08CF2005_005,08CF2005,08CF,1851_1_2_2_06A,08CF2005,1851_1_2_2_06A_30202C,self,NULL,NULL,NULL,S11 x DK888 HIF,NULL,2,NULL,dereived from 806FM(3) |,NULL,NULL
08CF2005_006s,08CF2005_006,08CF2005,08CF,1851_1_2_2_06A,08CF2005,1851_1_2_2_06A_30202D,self,NULL,NULL,NULL,S11 x DK888 HIF,NULL,2,NULL,dereived from 806FM(3) |,NULL,NULL
08CF2005_007s,08CF2005_007,08CF2005,08CF,1851_1_2_2_06A,08CF2005,1851_1_2_2_06A_30202E,self,NULL,NULL,NULL,S11 x DK888 HIF,NULL,2,NULL,dereived from 806FM(3) |,NULL,NULL
